# ID,Mahalanobis,Angle-based Outlier Detector (ABOD),Cluster-based Local Outlier Factor (CBLOF),Feature Bagging,Histogram-base Outlier Detection (HBOS),Isolation Forest,K Nearest Neighbors (KNN),Average KNN,Local Outlier Factor
AP00599,0,0,0,0,0,0,0,0,0
AP00600,0,0,0,0,0,0,0,0,0
AP00601,1,0,0,0,0,0,0,0,0
AP00602,0,0,0,0,0,0,0,0,0
AP00603,0,0,0,0,0,0,0,0,0
AP00604,0,0,0,0,0,0,0,0,0
AP00605,0,0,0,0,0,0,0,0,0
AP00606,1,0,0,0,0,0,0,0,0
AP00607,1,0,0,0,0,0,0,0,0
AP00608,0,0,0,0,0,0,1,1,1
AP00609,1,0,0,0,0,0,0,0,0
AP00610,0,0,0,0,0,0,0,0,0
AP00611,0,0,0,0,1,1,0,0,0
AP00612,0,0,0,0,0,0,0,0,0
AP00613,0,0,0,0,0,0,0,0,0
AP00614,0,0,0,0,0,0,0,0,0
AP00615,0,0,0,0,0,0,0,0,0
AP00616,0,0,0,0,0,0,0,0,0
AP00617,0,0,0,0,0,0,0,0,0
AP00618,0,0,0,0,0,0,0,0,0
AP00619,0,0,0,0,0,0,0,0,0
AP00620,0,0,0,0,0,0,0,0,0
AP00621,0,0,0,0,0,0,0,0,0
AP00622,0,0,0,0,0,0,0,0,0
AP00623,1,0,0,0,0,0,0,0,0
AP00624,0,0,0,0,0,0,0,0,0
AP00625,0,0,0,0,0,0,0,0,0
AP00626,0,0,0,0,0,0,0,0,0
AP00627,0,0,0,0,0,0,0,0,0
AP00628,0,0,0,0,0,0,0,0,0
AP00629,1,0,0,0,0,0,0,0,0
AP00630,0,0,0,0,0,0,0,0,0
AP00631,0,0,0,0,0,0,0,0,0
AP00632,0,1,0,0,0,0,0,0,0
AP00633,0,1,1,0,0,0,0,0,0
AP00634,0,0,0,0,0,0,0,0,0
AP00635,0,0,0,0,0,0,0,0,0
AP00636,0,0,0,0,0,0,0,0,0
AP00637,0,0,0,0,0,0,0,0,0
AP00638,0,0,0,0,0,0,0,0,0
AP00639,0,0,0,0,0,0,0,0,0
AP00640,0,0,0,0,0,0,0,0,0
AP00641,1,0,0,0,0,0,0,0,0
AP00642,0,0,0,0,0,0,0,0,0
AP00643,0,0,0,0,0,0,0,0,0
AP00644,0,0,0,0,0,0,0,0,0
AP00645,0,0,0,0,0,0,0,0,0
AP00646,0,0,0,0,0,0,0,0,0
AP00647,0,0,0,0,0,0,0,0,0
AP00648,0,0,0,0,0,0,0,0,0
AP00649,0,0,0,0,0,0,0,0,0
AP00650,0,0,0,0,0,0,0,0,0
AP00651,0,0,0,0,0,0,0,0,0
AP00652,0,0,0,0,0,0,0,0,0
AP00653,0,0,0,0,0,0,0,0,0
AP00654,0,0,0,0,0,0,0,0,0
AP00655,0,0,0,0,0,0,0,0,0
AP00656,0,0,0,0,0,0,0,0,0
AP00657,0,0,0,0,0,0,0,0,0
AP00658,0,0,0,0,0,0,0,0,0
AP00659,0,0,0,0,0,0,0,0,0
AP00660,0,0,0,0,0,0,0,0,0
AP00661,0,0,0,0,0,0,0,0,0
AP00662,0,0,0,0,0,0,0,0,0
AP00663,0,0,0,0,0,0,0,0,0
AP00664,0,0,0,0,0,1,0,0,0
AP00665,0,0,0,0,1,1,0,0,0
AP00666,1,0,1,0,0,0,1,0,0
AP00667,0,0,0,0,0,0,0,0,0
AP00668,0,0,0,0,0,0,0,0,0
AP00669,0,0,0,0,0,0,0,0,0
AP00670,0,0,0,0,0,0,0,0,0
AP00671,0,0,0,0,0,0,0,0,0
AP00672,1,0,0,0,0,0,0,0,0
AP00673,0,0,0,0,0,0,0,0,0
AP00674,1,0,1,0,0,0,0,0,0
AP00675,0,0,0,0,0,0,0,0,0
AP00676,0,0,0,0,0,0,0,0,0
AP00677,0,0,0,0,0,0,0,0,0
AP00678,0,1,0,0,0,0,0,0,0
AP00679,0,0,0,0,0,0,0,0,0
AP00680,0,0,0,0,0,0,0,0,0
AP00681,1,1,0,1,0,0,1,1,1
AP00682,0,1,0,1,0,0,1,1,1
AP00683,0,1,0,1,1,0,1,1,1
AP00684,1,1,1,1,1,1,1,1,1
AP00685,0,0,0,0,0,0,0,0,0
AP00686,0,0,0,0,0,0,0,0,0
AP00687,0,0,0,0,0,0,0,0,0
AP00688,1,0,0,0,0,0,0,0,0
AP00689,1,1,1,1,0,1,1,1,1
AP00690,1,1,1,1,0,1,1,1,1
AP00691,0,0,0,0,0,0,0,0,0
AP00692,0,0,0,0,0,0,0,0,0
AP00693,1,1,1,0,0,1,1,1,0
AP00694,0,0,0,0,0,0,0,0,0
AP00695,0,0,0,0,1,0,0,0,0
AP00696,0,0,0,0,0,0,0,0,0
AP00697,0,0,0,0,0,0,0,0,0
AP00698,0,0,0,0,0,0,0,0,0
AP00699,0,0,0,0,0,0,0,0,0
AP00700,0,0,0,0,0,0,0,0,0
AP00701,0,0,0,0,0,0,0,0,0
AP00702,0,0,0,0,0,0,0,0,0
AP00703,0,0,0,0,0,0,0,0,0
AP00704,0,0,0,0,0,0,0,0,0
AP00705,0,0,0,0,0,0,0,0,0
AP00706,0,0,0,0,0,0,0,0,0
AP00707,0,1,0,1,1,1,1,1,1
AP00708,0,0,0,0,0,0,0,0,0
AP00709,0,0,0,0,0,0,0,0,0
AP00710,0,0,0,0,0,0,0,0,0
AP00711,0,0,0,0,0,0,0,0,0
AP00712,0,0,0,0,0,0,0,0,0
AP00713,0,0,0,0,0,0,0,0,0
AP00714,0,0,0,0,0,0,0,0,0
AP00715,0,1,0,0,0,0,0,0,0
AP00716,0,0,0,0,0,0,0,0,0
AP00717,0,0,0,0,0,0,0,0,0
AP00718,0,0,0,0,0,0,0,0,0
AP00719,0,0,0,0,0,0,0,0,0
AP00720,0,0,0,0,0,0,0,0,0
AP00721,0,1,0,0,0,0,0,0,0
AP00722,0,0,0,0,0,0,0,0,0
AP00723,0,0,0,0,0,0,0,0,0
AP00724,1,1,1,0,0,0,1,1,1
AP00725,0,0,0,0,0,0,1,1,0
AP00726,1,0,0,0,0,0,0,0,0
AP00727,0,0,0,0,0,0,0,0,0
AP00728,0,0,0,0,0,0,0,0,0
AP00729,0,0,1,0,0,0,0,0,0
AP00730,0,0,0,0,0,0,0,0,0
AP00731,0,0,0,0,0,0,0,0,0
AP00732,0,0,0,0,0,0,0,0,0
AP00733,0,0,0,0,0,0,0,0,0
AP00734,0,0,0,0,0,0,0,0,0
AP00735,0,0,0,0,0,0,0,0,0
AP00736,0,0,0,0,0,0,0,0,0
AP00737,0,0,1,0,0,0,0,0,0
AP00738,0,0,0,0,0,0,0,0,0
AP00739,0,0,0,0,0,0,0,0,0
AP00740,0,0,0,0,0,0,0,0,0
AP00741,0,0,0,1,0,0,0,0,0
AP00742,0,0,0,0,0,0,0,0,0
AP00743,0,0,0,0,0,0,0,0,0
AP00744,0,0,0,0,0,0,0,0,0
AP00745,0,0,0,0,0,0,0,0,0
AP00746,0,0,0,0,0,0,0,0,0
AP00747,0,0,0,0,0,0,0,0,0
AP00748,0,0,0,0,0,0,0,0,0
AP00749,0,0,0,0,0,0,0,0,0
AP00750,0,0,0,0,0,0,0,0,0
AP00751,0,0,0,0,0,0,0,0,0
AP00752,0,0,0,0,0,0,0,0,0
AP00753,0,0,0,0,0,0,0,0,0
AP00754,0,0,0,0,0,0,0,0,0
AP00755,0,0,0,0,0,0,0,0,0
AP00756,0,0,0,0,0,0,0,0,0
AP00757,0,0,0,0,0,0,0,0,0
AP00758,0,0,0,0,0,0,0,0,0
AP00759,0,0,0,0,0,0,0,0,0
AP00760,0,0,0,0,0,0,0,0,0
AP00761,0,0,0,0,0,0,0,0,0
AP00762,0,0,0,0,0,0,0,0,0
AP00763,0,0,0,0,0,0,0,0,0
AP00764,0,0,0,0,0,0,0,0,0
AP00765,0,0,0,0,0,0,0,0,0
AP00766,0,0,0,0,0,0,0,0,0
AP00767,0,1,0,0,0,0,1,1,1
AP00768,0,0,0,0,0,0,0,0,0
AP00769,0,0,0,0,0,0,0,0,0
AP00770,0,0,0,0,0,0,0,0,0
AP00771,0,0,0,0,0,0,0,0,0
AP00772,0,0,0,0,0,0,0,0,0
AP00773,0,0,0,0,0,0,0,0,0
AP00774,0,0,0,0,0,0,0,0,0
AP00775,0,0,0,0,0,0,0,0,0
AP00776,0,0,0,0,0,0,0,0,0
AP00777,0,0,0,0,0,0,0,0,0
AP00778,0,0,0,0,0,0,0,0,0
AP00779,0,0,0,0,0,0,0,0,0
AP00780,0,0,0,0,0,0,0,0,0
AP00781,0,0,0,0,0,0,0,0,0
AP00782,0,0,0,0,0,0,0,0,0
AP00783,0,0,0,0,0,0,0,0,0
AP00784,0,0,0,0,0,0,0,0,0
AP00785,0,0,0,0,0,0,0,0,0
AP00786,0,0,0,0,0,0,0,0,0
AP00787,0,0,0,0,0,0,0,0,0
AP00788,0,0,0,0,0,0,0,0,0
AP00789,0,0,0,0,0,0,0,0,0
AP00790,0,0,0,0,0,0,0,0,0
AP00791,0,0,0,0,0,0,0,0,0
AP00792,0,0,0,0,0,0,0,0,0
AP00793,0,0,0,0,0,0,0,0,0
AP00794,0,0,0,0,0,0,0,0,0
AP00795,0,0,0,0,1,1,0,0,0
AP00796,0,0,0,0,0,0,0,0,0
AP00797,0,0,0,0,0,0,0,0,0
AP00798,0,0,0,0,0,0,0,0,0
AP00799,0,0,0,0,0,0,0,0,0
AP00800,0,0,0,0,0,0,0,0,0
AP00801,0,0,0,1,1,1,0,1,0
AP00802,0,1,1,1,0,1,1,1,1
AP00803,0,0,0,1,0,1,1,1,0
AP00804,0,0,1,0,0,0,1,1,0
AP00805,0,0,0,0,0,0,0,0,0
AP00806,0,0,0,1,0,0,0,0,1
AP00807,0,0,1,0,0,0,0,1,0
AP00808,1,1,0,0,0,0,0,0,0
AP00809,0,1,1,0,0,0,0,0,0
AP00810,1,1,0,0,0,0,0,0,0
AP00811,0,0,0,0,0,0,0,0,0
AP00812,0,0,0,0,0,0,0,0,0
AP00813,1,1,1,0,0,0,0,0,0
AP00814,0,0,0,0,0,0,0,0,0
AP00815,1,0,0,0,0,0,0,0,0
AP00816,1,0,0,0,0,0,0,0,0
AP00817,0,0,0,0,1,0,0,0,0
AP00818,0,0,0,0,1,1,0,0,0
AP00819,0,0,0,0,1,0,0,0,0
AP00820,0,0,0,0,1,1,0,0,0
AP00821,1,0,0,0,0,0,0,0,0
AP00822,0,0,0,0,0,0,0,0,0
AP00823,0,0,0,0,0,0,0,0,0
AP00824,0,0,0,0,0,0,0,0,0
AP00825,0,0,0,0,0,0,0,0,0
AP00826,0,0,0,0,1,0,0,0,0
AP00827,0,0,0,0,0,0,0,0,0
AP00828,0,0,0,0,0,0,0,0,0
AP00829,0,0,0,0,0,0,0,0,0
AP00830,0,0,0,0,0,0,0,0,0
AP00831,0,0,1,0,0,0,0,0,0
AP00832,0,0,0,0,0,1,0,0,0
AP00833,0,0,0,0,0,0,0,0,0
AP00834,0,0,0,0,0,0,0,0,0
AP00835,0,0,0,0,0,0,0,0,0
AP00836,0,0,0,0,0,0,0,0,0
AP00837,0,0,0,0,0,0,0,0,0
AP00838,0,0,0,0,0,0,0,0,0
AP00839,0,0,0,0,0,0,0,0,0
AP00840,0,1,1,0,0,0,1,0,0
AP00841,0,1,0,0,0,0,0,0,0
AP00842,1,1,0,0,0,0,0,0,0
AP00843,0,1,0,0,0,0,0,0,0
AP00844,0,0,0,0,0,0,0,0,0
AP00845,1,0,0,0,0,0,0,0,0
AP00846,0,0,0,0,0,0,0,0,0
AP00847,0,0,0,0,0,0,0,0,0
AP00848,0,1,0,0,0,0,0,0,0
AP00849,0,0,0,0,0,0,0,0,0
AP00850,0,1,0,0,0,0,0,0,0
AP00851,0,0,0,0,0,0,0,0,0
AP00852,0,0,0,0,0,0,0,0,0
AP00853,0,1,0,0,0,0,0,0,0
AP00854,0,0,0,0,0,0,0,0,0
AP00855,0,0,0,0,0,0,0,1,0
AP00856,0,0,0,0,0,0,0,0,0
AP00857,0,0,0,0,0,0,0,0,0
AP00858,0,0,0,0,1,1,0,0,0
AP00859,1,0,0,0,0,0,0,0,0
AP00860,0,0,0,0,0,0,0,0,0
AP00861,1,0,0,0,0,0,0,0,0
AP00862,1,0,0,0,0,0,0,0,0
AP00863,0,0,0,0,0,0,0,0,0
AP00864,0,0,0,0,1,0,0,0,0
AP00865,0,0,0,0,0,0,0,0,0
AP00866,0,0,0,0,0,0,0,0,0
AP00867,0,0,0,0,0,0,0,0,0
AP00868,0,0,0,0,0,0,0,0,0
AP00869,0,0,0,0,0,0,0,1,0
AP00870,0,0,0,0,0,0,0,0,0
AP00871,0,0,0,0,0,0,0,0,0
AP00872,0,0,0,0,1,1,0,0,0
AP00873,0,0,0,0,1,1,0,0,0
AP00874,0,0,0,0,0,0,0,0,0
AP00875,0,0,0,0,0,0,0,0,0
AP00876,0,0,0,0,1,0,0,0,0
AP00877,0,0,0,0,0,0,0,0,0
AP00878,0,0,0,0,0,0,0,0,0
AP00879,0,0,0,0,0,0,0,0,0
AP00880,0,0,0,0,0,0,0,0,0
AP00881,0,0,0,0,0,0,0,0,0
AP00882,0,0,0,0,0,0,0,0,0
AP00883,0,0,0,0,0,0,0,0,0
AP00884,0,0,0,0,0,0,0,0,0
AP00885,0,0,0,0,0,0,0,0,0
AP00886,0,0,0,0,0,0,0,0,0
AP00887,0,0,0,0,0,0,0,0,0
AP00888,0,0,0,0,0,0,0,0,0
AP00889,1,1,1,1,0,1,1,1,1
AP00890,0,0,0,0,0,0,0,0,0
AP00891,0,0,0,0,0,0,0,0,0
AP00892,0,0,0,0,0,0,0,0,0
AP00893,0,0,0,0,0,0,0,0,0
AP00894,0,0,0,0,0,0,0,0,0
AP00895,0,0,0,0,0,0,0,0,0
AP00896,0,0,0,0,0,0,0,0,0
AP00897,0,0,0,0,0,0,0,0,0
AP00898,0,0,0,0,1,1,0,0,0
AP00899,0,0,0,0,1,1,0,0,0
AP00900,0,0,0,0,0,0,0,0,0
AP00901,0,0,1,0,0,0,0,0,0
AP00902,0,0,0,0,0,0,0,0,0
AP00903,0,0,0,0,0,0,0,0,0
AP00904,0,0,0,0,0,0,0,0,0
AP00905,0,0,0,0,0,0,0,0,0
AP00906,0,0,0,0,0,0,0,0,0
AP00907,0,0,0,0,0,0,0,0,0
AP00908,0,0,0,0,0,0,0,0,0
AP00909,0,0,0,0,0,0,0,0,0
AP00910,0,0,0,0,0,0,0,0,0
AP00911,0,0,0,0,0,0,0,0,0
AP00912,1,0,1,0,0,0,0,0,0
AP00913,0,0,0,0,0,0,0,0,0
AP00914,0,0,0,0,0,0,0,0,0
AP00915,0,0,0,0,0,0,0,1,0
AP00916,0,0,0,0,0,0,0,0,0
AP00917,0,0,0,0,0,0,0,0,0
AP00918,0,0,0,0,0,0,0,0,0
AP00919,0,0,0,0,0,0,0,0,0
AP00920,1,0,0,0,0,0,0,0,0
AP00921,0,0,0,0,0,0,0,0,0
AP00922,0,0,0,0,0,0,0,0,0
AP00923,0,0,0,0,0,0,0,0,0
AP00924,0,0,0,0,0,0,0,0,0
AP00925,0,1,0,0,0,0,1,1,0
AP00926,0,1,1,0,0,0,0,0,0
AP00927,1,0,0,0,0,0,0,0,0
AP00928,0,0,0,0,0,0,0,0,0
AP00929,0,0,0,0,0,0,0,0,0
AP00930,0,1,1,0,0,0,0,0,0
AP00931,0,1,0,0,0,0,0,0,0
AP00932,0,0,0,0,0,0,0,0,0
AP00933,0,0,0,0,0,0,0,0,0
AP00934,0,0,0,0,0,0,0,0,0
AP00935,0,0,0,0,0,0,0,0,0
AP00936,0,0,0,0,0,0,0,0,0
AP00937,0,0,0,0,0,0,0,0,0
AP00938,0,0,1,0,0,0,0,0,0
AP00939,0,0,0,0,0,0,0,0,0
AP00940,0,0,0,0,0,0,0,0,0
AP00941,0,0,0,0,0,0,0,0,0
AP00942,0,0,0,0,0,0,0,0,0
AP00943,0,0,0,0,0,0,0,0,0
AP00944,0,0,0,0,0,0,0,0,0
AP00945,0,0,0,0,0,0,0,0,0
AP00946,0,0,0,0,0,0,0,0,0
AP00947,0,0,0,0,0,0,0,0,0
AP00948,0,0,0,0,0,0,0,0,0
AP00949,0,0,0,0,0,0,0,0,0
AP00950,0,0,0,0,0,0,0,0,0
AP00951,0,0,0,0,0,0,0,0,0
AP00952,0,0,0,0,0,0,0,0,0
AP00953,1,0,0,0,0,0,0,0,0
AP00954,0,0,0,0,0,0,0,0,0
AP00955,0,0,0,0,0,0,0,0,0
AP00956,0,0,0,0,0,0,0,0,0
AP00957,0,0,0,0,0,0,0,0,0
AP00958,0,0,0,0,0,0,0,0,0
AP00959,0,0,0,0,0,0,0,0,0
AP00960,0,0,0,0,0,0,0,0,0
AP00961,0,0,0,0,0,0,0,0,0
AP00962,0,0,0,0,0,0,0,0,0
AP00963,0,0,0,0,0,0,0,0,0
AP00964,1,0,0,0,0,0,0,0,0
AP00965,0,0,0,0,0,0,0,0,0
AP00966,0,0,0,0,0,0,0,0,0
AP00967,0,0,0,0,0,0,0,0,0
AP00968,0,0,0,0,0,0,0,0,0
AP00969,0,0,0,0,0,0,0,0,0
AP00970,0,0,0,0,0,0,0,0,0
AP00971,0,0,0,0,0,0,0,0,0
AP00972,0,0,0,0,0,0,0,0,0
AP00973,0,0,0,0,0,0,0,0,0
AP00974,0,0,0,0,0,0,0,0,0
AP00975,0,0,0,0,0,0,0,0,0
AP00976,0,0,0,0,0,0,0,0,0
AP00977,0,0,0,0,0,0,0,0,0
AP00978,0,1,0,0,0,0,0,0,0
AP00979,1,0,0,0,0,0,0,0,0
AP00980,0,0,0,0,0,0,0,0,0
AP00981,1,1,0,0,0,0,0,0,0
AP00982,1,1,0,0,0,0,0,0,0
AP00983,0,0,0,0,0,0,0,0,0
AP00984,1,0,0,0,0,0,0,0,0
AP00985,0,0,0,0,0,0,0,0,0
AP00986,1,0,0,0,0,0,0,0,0
AP00987,0,1,0,1,0,0,1,1,1
AP00988,0,1,0,0,0,0,0,0,1
AP00989,0,0,0,0,0,0,0,0,0
AP00990,0,0,0,0,0,0,0,0,0
AP00991,1,1,0,0,0,0,0,0,0
AP00992,0,1,0,0,0,0,0,0,0
AP00993,0,0,0,0,0,0,0,0,0
AP00994,1,0,0,0,0,0,0,0,0
AP00995,0,0,0,0,0,0,0,0,0
AP00996,0,0,0,0,0,0,0,0,0
AP00997,0,0,0,0,0,0,0,0,0
AP00998,0,0,0,0,0,0,0,0,0
AP00999,0,0,0,0,0,0,0,0,0
AP01000,0,0,0,0,0,0,0,0,0
AP01001,0,0,0,0,0,0,0,0,0
AP01002,0,1,0,0,0,0,0,0,0
AP01003,0,0,0,0,0,0,0,0,0
AP01004,0,0,0,0,0,0,0,0,0
AP01005,0,0,0,0,0,0,0,0,0
AP01006,0,0,0,0,0,0,0,0,1
AP01007,0,0,0,0,0,0,0,0,0
AP01008,0,0,0,0,0,0,0,0,0
AP01009,0,0,0,0,0,0,0,0,0
AP01010,0,0,0,0,0,0,0,0,0
AP01011,0,0,0,0,0,0,0,0,0
AP01012,0,0,0,0,0,0,0,0,0
AP01013,0,0,0,0,0,0,0,0,0
AP01014,0,0,0,0,0,0,0,0,0
AP01015,0,0,0,0,0,0,0,0,0
AP01016,0,0,0,0,0,0,0,0,0
AP01017,0,0,0,0,0,0,0,0,0
AP01018,0,0,0,0,0,0,0,0,0
AP01019,0,0,0,0,0,0,0,0,0
AP01020,0,0,0,0,0,0,0,0,0
AP01021,0,0,0,0,0,0,0,0,0
AP01022,0,0,0,0,0,0,0,0,0
AP01023,0,0,0,0,0,0,0,0,0
AP01024,0,0,0,0,0,0,0,0,0
AP01025,0,0,0,0,0,0,0,0,0
AP01026,0,0,1,0,0,0,0,0,0
AP01027,0,0,1,0,0,0,0,0,0
AP01028,0,0,1,0,0,0,0,0,0
AP01029,0,0,1,0,0,0,0,0,0
AP01030,0,0,0,0,0,0,0,0,0
AP01031,1,0,0,0,0,0,0,0,0
AP01032,0,0,1,0,0,0,0,0,0
AP01033,1,0,0,0,0,0,0,0,0
AP01034,0,0,0,0,0,0,0,0,0
AP01035,0,0,0,0,0,0,0,0,0
AP01036,0,0,0,0,0,0,0,0,0
AP01037,0,0,0,0,0,0,0,0,0
AP01038,0,0,0,0,0,0,0,0,0
AP01039,0,0,0,0,0,0,0,0,0
AP01040,0,0,0,0,0,0,0,0,0
AP01041,0,0,0,0,0,0,0,0,0
AP01042,0,0,0,0,0,0,0,0,0
AP01043,0,0,0,0,0,0,0,0,0
AP01044,0,0,0,0,0,0,0,0,0
AP01045,0,0,0,0,0,0,0,0,0
AP01046,0,0,0,0,0,0,0,0,0
AP01047,0,0,0,0,0,0,0,0,0
AP01048,0,0,0,0,0,0,0,0,0
AP01049,0,0,1,0,0,0,0,0,0
AP01050,1,0,1,0,0,0,0,0,0
AP01051,1,0,1,0,0,0,0,0,0
AP01052,1,1,1,0,0,0,0,0,0
AP01053,0,0,0,0,0,0,0,0,0
AP01054,1,0,0,0,0,0,0,0,0
AP01055,0,0,0,0,0,0,0,0,0
AP01056,0,0,0,0,0,0,0,0,0
AP01057,0,0,0,0,0,0,0,0,0
AP01058,0,0,0,0,0,0,0,0,0
AP01059,1,0,0,0,0,0,0,0,0
AP01060,0,0,0,0,0,0,0,0,0
AP01061,0,0,0,0,0,0,0,0,0
AP01062,0,0,0,0,0,0,0,0,0
AP01063,0,0,0,0,0,0,0,0,0
AP01064,0,0,0,0,0,0,0,0,0
AP01065,0,0,0,0,0,0,0,0,0
AP01066,1,0,1,0,0,0,0,0,0
AP01067,0,0,0,0,0,0,0,0,0
AP01068,0,0,0,0,0,0,0,0,0
AP01069,0,0,0,0,0,0,0,0,0
AP01070,0,0,0,0,0,0,0,0,0
AP01071,0,0,0,0,0,0,0,0,0
AP01072,0,0,0,0,0,0,0,0,0
AP01073,1,0,0,0,0,0,0,0,0
AP01074,0,0,0,0,0,0,0,0,0
AP01075,1,0,0,0,0,0,0,0,0
AP01076,0,0,0,0,0,0,0,0,0
AP01077,1,0,1,0,0,0,0,0,0
AP01078,1,0,1,0,0,0,0,0,0
AP01079,1,0,1,0,0,0,0,0,0
AP01080,0,0,0,0,0,0,0,0,0
AP01081,0,0,0,0,0,0,0,0,0
AP01082,0,0,0,0,0,0,0,0,0
AP01083,0,0,0,0,0,0,0,0,0
AP01084,0,0,0,0,0,0,0,0,0
AP01085,0,0,0,0,0,0,0,0,0
AP01086,0,0,0,0,0,0,0,0,0
AP01087,0,0,0,0,0,0,0,0,0
AP01088,0,0,0,0,0,0,0,0,0
AP01089,0,0,0,0,0,0,0,0,0
AP01090,0,0,0,0,0,0,0,0,0
AP01091,1,0,0,0,0,0,0,0,0
AP01092,0,0,0,0,0,0,0,0,0
AP01093,0,0,0,0,0,0,0,0,0
AP01094,1,0,0,0,0,0,0,0,0
AP01095,0,0,0,0,0,0,0,0,0
AP01096,0,0,0,0,0,0,0,0,0
AP01097,0,0,0,0,0,0,0,0,0
AP01098,0,0,0,0,0,0,0,0,0
AP01099,0,1,0,0,0,0,0,0,0
AP01100,1,0,0,0,0,0,0,0,0
AP01101,0,0,0,0,0,0,0,0,0
AP01102,0,0,0,0,0,0,0,0,0
AP01103,0,1,0,0,0,0,0,0,0
AP01104,0,0,0,0,0,0,0,0,0
AP01105,0,0,0,0,0,0,0,0,0
AP01106,0,0,0,0,0,0,0,0,0
AP01107,0,0,0,0,0,0,0,0,0
AP01108,0,0,0,0,0,0,0,0,0
AP01109,1,0,1,0,0,0,0,0,0
AP01110,1,0,1,0,0,0,0,0,0
AP01111,0,0,0,0,0,0,0,0,0
AP01112,0,0,1,0,0,0,0,0,0
AP01113,1,0,1,0,0,0,0,0,0
AP01114,1,0,1,0,0,0,0,0,0
AP01115,0,0,0,0,0,0,0,0,0
AP01116,0,0,0,0,0,0,0,0,0
AP01117,0,0,1,0,0,0,0,0,0
AP01118,1,0,1,0,0,0,0,0,0
AP01119,1,0,0,0,0,0,0,0,0
AP01120,1,0,1,0,0,0,0,0,0
AP01121,0,0,0,0,0,0,0,0,0
AP01122,0,0,0,0,0,0,0,0,0
AP01123,0,0,0,0,0,0,0,0,0
AP01124,0,0,0,0,0,0,0,0,0
AP01125,0,0,0,0,0,0,0,0,0
AP01126,0,0,0,0,0,0,0,0,0
AP01127,0,0,0,0,0,0,0,0,0
AP01128,0,0,0,0,0,0,0,0,0
AP01129,0,0,0,0,0,0,0,0,0
AP01130,0,0,0,0,0,0,0,0,0
AP01131,0,0,0,0,0,0,0,0,0
AP01132,0,0,0,0,0,0,0,0,0
AP01133,1,0,1,0,0,0,0,0,0
AP01134,1,0,1,0,0,0,0,0,0
AP01135,0,0,0,0,0,0,0,0,0
AP01136,1,0,0,0,0,0,0,0,0
AP01137,1,0,0,0,0,0,0,0,0
AP01138,1,0,0,0,0,0,0,0,0
AP01139,0,0,0,0,0,0,0,0,0
AP01140,0,0,0,0,0,0,0,0,0
AP01141,1,0,0,0,0,0,0,0,0
AP01142,0,0,0,0,0,0,0,0,0
AP01143,0,0,0,0,0,0,0,0,0
AP01144,0,0,0,0,0,0,0,0,0
AP01145,1,0,0,0,0,0,0,0,0
AP01146,0,0,0,0,0,0,0,0,0
AP01147,0,0,0,0,0,0,0,0,0
AP01148,0,0,0,0,0,0,0,0,0
AP01149,0,0,1,0,0,0,0,0,0
AP01150,0,0,0,0,0,0,0,0,0
AP01151,0,0,0,0,0,0,0,0,0
AP01152,0,0,0,0,0,0,0,0,0
AP01153,0,0,0,0,0,0,0,0,0
AP01154,0,0,0,0,0,0,0,0,0
AP01155,0,0,0,0,0,0,0,0,0
AP01156,0,0,0,0,0,0,0,0,0
AP01157,0,0,0,0,0,0,0,0,0
AP01158,0,0,0,0,0,0,0,0,0
AP01159,0,0,0,0,0,0,0,0,0
AP01160,0,0,0,0,0,0,0,0,0
AP01161,0,0,0,0,0,0,0,0,0
AP01162,1,0,1,0,0,0,0,0,0
AP01163,0,0,0,0,0,0,0,0,0
AP01164,0,0,1,0,0,0,0,0,0
AP01165,0,0,0,0,0,0,0,0,0
AP01166,0,0,0,0,0,0,0,0,0
AP01167,0,0,0,0,0,0,0,0,0
AP01168,0,0,0,0,0,0,0,0,0
AP01169,0,0,0,0,0,0,0,0,0
AP01170,0,1,1,0,0,0,0,0,0
AP01171,0,1,1,0,0,0,0,0,0
AP01172,0,0,1,0,0,0,0,0,0
AP01173,0,0,1,0,0,0,0,0,0
AP01174,0,0,0,0,0,0,0,0,0
AP01175,0,0,0,0,0,0,0,0,0
AP01176,0,0,0,0,0,0,0,0,0
AP01177,0,0,0,0,0,0,0,0,0
AP01178,0,0,0,0,0,0,0,0,0
AP01179,0,0,0,0,0,0,0,0,0
AP01180,0,0,0,0,0,0,0,0,0
AP01181,0,1,0,0,0,0,0,0,0
AP01182,0,0,0,0,0,0,0,0,0
AP01183,0,0,0,0,0,0,0,0,0
AP01184,0,0,0,0,0,0,0,0,0
AP01185,0,0,0,0,0,0,0,0,0
AP01186,0,0,0,0,0,0,0,0,0
AP01187,0,0,0,0,0,0,0,0,0
AP01188,0,0,0,0,0,0,0,0,0
AP01189,0,0,0,0,0,0,0,0,0
AP01190,0,0,0,0,0,0,0,0,0
AP01191,0,0,0,0,0,0,0,0,0
AP01192,0,0,0,0,0,0,0,0,0
AP01193,0,0,0,0,0,0,0,0,0
AP01194,1,0,0,0,0,0,0,0,0
AP01195,0,0,0,0,0,0,0,0,0
AP01196,1,1,1,0,0,0,1,1,0
AP01197,0,0,0,0,0,0,0,0,0
AP01198,0,0,1,0,0,0,0,0,0
AP01199,0,0,0,0,0,0,0,0,0
AP01200,0,0,0,0,0,0,0,0,0
AP01201,0,0,0,0,0,0,0,0,0
